Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,086282,2018,05,17.2,Y
IDCJAC0002,086282,2018,06,13.9,Y
IDCJAC0002,086282,2018,07,14.1,Y
IDCJAC0002,086282,2018,08,14.8,Y
IDCJAC0002,086282,2018,09,17.4,Y
IDCJAC0002,086282,2018,10,21.8,Y
IDCJAC0002,086282,2018,11,22.5,Y
IDCJAC0002,086282,2018,12,26.1,Y
IDCJAC0002,086282,2019,01,30.4,Y
IDCJAC0002,086282,2019,02,27.7,Y
IDCJAC0002,086282,2019,03,26.4,Y
IDCJAC0002,086282,2019,04,22.6,Y
IDCJAC0002,086282,2019,05,17.5,Y
IDCJAC0002,086282,2019,06,14.7,Y
IDCJAC0002,086282,2019,07,14.3,Y
IDCJAC0002,086282,2019,08,14.1,Y
IDCJAC0002,086282,2019,09,17.5,Y
IDCJAC0002,086282,2019,10,21.6,Y
IDCJAC0002,086282,2019,11,22.4,Y
IDCJAC0002,086282,2019,12,26.4,Y
IDCJAC0002,086282,2020,01,27.8,Y
IDCJAC0002,086282,2020,02,24.9,Y
IDCJAC0002,086282,2020,03,22.9,Y
IDCJAC0002,086282,2020,04,18.8,Y
IDCJAC0002,086282,2020,05,15.5,Y
IDCJAC0002,086282,2020,06,14.2,Y
IDCJAC0002,086282,2020,07,13.2,Y
IDCJAC0002,086282,2020,08,14.5,Y
IDCJAC0002,086282,2020,09,17.7,Y
IDCJAC0002,086282,2020,10,19.0,Y
IDCJAC0002,086282,2020,11,24.8,Y
IDCJAC0002,086282,2020,12,23.8,Y
IDCJAC0002,086282,2021,01,26.1,Y
IDCJAC0002,086282,2021,02,25.3,Y
IDCJAC0002,086282,2021,03,22.5,Y
IDCJAC0002,086282,2021,04,20.6,Y
IDCJAC0002,086282,2021,05,17.3,Y
IDCJAC0002,086282,2021,06,14.5,Y
IDCJAC0002,086282,2021,07,13.5,Y
IDCJAC0002,086282,2021,08,15.8,Y
IDCJAC0002,086282,2021,09,17.9,Y
IDCJAC0002,086282,2021,10,19.2,Y
IDCJAC0002,086282,2021,11,20.3,Y
IDCJAC0002,086282,2021,12,24.7,Y
IDCJAC0002,086282,2022,01,30.0,Y
IDCJAC0002,086282,2022,02,26.3,Y
IDCJAC0002,086282,2022,03,24.6,Y
IDCJAC0002,086282,2022,04,20.7,Y
IDCJAC0002,086282,2022,05,16.4,Y
IDCJAC0002,086282,2022,06,13.6,Y
IDCJAC0002,086282,2022,07,13.4,Y
IDCJAC0002,086282,2022,08,15.0,Y
IDCJAC0002,086282,2022,09,16.1,Y
IDCJAC0002,086282,2022,10,18.9,Y
IDCJAC0002,086282,2022,11,20.1,Y
IDCJAC0002,086282,2022,12,24.1,Y
IDCJAC0002,086282,2023,01,26.9,Y
IDCJAC0002,086282,2023,02,25.9,Y
IDCJAC0002,086282,2023,03,23.8,Y
IDCJAC0002,086282,2023,04,20.3,Y
IDCJAC0002,086282,2023,05,16.2,Y
IDCJAC0002,086282,2023,06,14.4,Y
IDCJAC0002,086282,2023,07,14.8,Y
IDCJAC0002,086282,2023,08,15.7,Y
IDCJAC0002,086282,2023,09,20.7,Y
IDCJAC0002,086282,2023,10,19.9,Y
IDCJAC0002,086282,2023,11,22.4,Y
IDCJAC0002,086282,2023,12,24.0,Y
IDCJAC0002,086282,2024,01,25.9,Y
IDCJAC0002,086282,2024,02,27.9,Y
IDCJAC0002,086282,2024,03,26.3,Y
IDCJAC0002,086282,2024,04,19.0,Y
IDCJAC0002,086282,2024,05,17.2,Y
IDCJAC0002,086282,2024,06,13.5,Y
IDCJAC0002,086282,2024,07,13.0,Y
IDCJAC0002,086282,2024,08,17.6,Y
